topic,document,Topic_words
2,Delhi Polytechnics Common Entrance Test (CET) Guide: Previous Years' Papers Solved (Popular Master Guide) ,"['designed exam', 'professionals arihant', 'exam oriented']"
-1,"Outlines of Physical Anthropology ABOUT THE BOOK.... With the first edition of the book published in 1961, the book has over the years become the Best Seller on Anthropology for the students Civil Services Exams and State PCS exams. The book deeply and exhaustively covers all the topics on Introduction to Physical Anthropology, Man and Living Primates, Evolution, Human Genetics and Variation.","['bag', 'bean bag', 'cotton']"
6,"Nehru: The Invention Of India About the Author Shashi Tharoor is the bestselling author of sixteen previous books, both fiction and non-fiction, besides being a noted critic and columnist. His books include the path-breaking satire the Great Indian Novel (1989), the classic India: From Midnight to the Millennium (1997) and most recently, An Era of Darkness: The British Empire in India, for which he won the Ramnath Goenka Award for Excellence in Journalism, 2016 for Books (Non-Fiction). He was a former under secretary-general of the United Nations and a former minister of state for human resource development and minister of state for external affairs in the Government of India. He is a two-time member of the Lok Sabha from Thiruvananthapuram and chairs Parliament's external affairs committee. He has won numerous literary awards, including a Commonwealth Writers' Prize and was honoured as New Age Politician of the Year (2010) by NDTV. He was awarded the Pravasi Bharatiya Samman, India's highest honour for overseas Indians.","['dharma', 'mahabharata', 'hindu']"
6,"Vanara: The Legend of Baali, Sugreeva and Tara About the Author Anand Neelakantan is the author of the Baahubali trilogy, the prequel to S.S. Rajamouli's movie. The first book in the series, The Rise of Sivagami, was released on 15 March 2017 and continues to be the no. 1 bestseller across charts. The book was on Amazon's list of top five bestsellers for 2017.Neelakantan is also the author of Asura: Tale of the Vanquished, which told the Ramayana from Ravan's point of view. He followed it up with the tremendously successful Ajaya series. Neelakantan's books have been translated into more than nine languages, including Indonesian. In fact, S.S. Rajamouli has announced a mini-series based on Neelakantan's books, on the lines of Game of Thrones.Neelakantan has also written scripts/screenplays for popular TV series like Siya Ke Ram, Ashoka, Mahabali Hanuman, etc. He writes columns for The Hindu, Indian Express, Pioneer, Washington Post, etc. He also writes a fortnightly column called Acute Angle for Sunday Express. He has upcoming series planned with Discovery, Star TV, Netflix and Amazon.Neelakantan is also a prolific writer in Malayalam and regularly publishes stories in the prestigious Malayalam magazine. He is also a cartoonist. He lives in Mumbai with his wife Aparna, daughter Ananya, son Abhinav and pet dog, Jackie the Blackie.You can look him up on Facebook, Twitter and Instagram using the handle: @itsanandneel.","['dharma', 'mahabharata', 'hindu']"
0,FINIVO FASHION Men's Cotton Casual Shirt,"['slim fit', 'sweatshirt', 'regular fit']"
2,Problems in Inorganic Chemistry for NEET/AIIMS (2018-2019) Session ,"['designed exam', 'professionals arihant', 'exam oriented']"
-1,Devil Kids Winter White Sweater High Neck Devil presents Woollen High neck for kids.,"['bag', 'bean bag', 'cotton']"
3,"Woodness Winston Solid Wood Upholstered 4 Seater Dining Table Set (Wenge) Color:Wenge                                                                                 |                            Size:Four Seat   Manufactured from eco-friendly grade a Malaysian rubber wood, this dining set features a simple silhouette with well balanced proportions creating a clean and contemporary look. Straight and sturdy legs perfectly support the table while ensuring maximum leg space. Paired with open ladder, straight-backed, upholstered chairs, it makes for an elegant, inviting setup. A stain-resistant lacquer protects the distinctive grain pattern and natural feel of solid wood.","['furniture', 'sheesham wood', 'table chair']"
6,"यू जी सी – नेट जूनियर रिसर्च फैलोशिप एवं सहायक प्रोफेसर योग्यता परीक्षा सामान्य पेपर- 1, 15 वर्षो के प्रश्न पत्र (हल सहित) पुस्तक के विषय में - यह पुस्तक छात्रों के लिए प्रकाशित की गई है जो यू जी सी -- नेट के सामान्य पेपर 1 की तैयारी कर रहे है . परीक्षाथी को किसी भी विषय के पेपर 2 में बैठे के लिए सामान्य पेपर 1 में उत्तीर्ण होना अनिवार्या है! पुस्तक में केवल 15 वर्षो के प्रश्न पत्र हल सहित दिए गए हैं! सभी हल UGC परीक्षा के विशेषज्ञों द्वारा एक सरल और स्पष्ट तरीके से तयार किये गये हैं!","['dharma', 'mahabharata', 'hindu']"
-1,"Bad Blood: Secrets and Lies in a Silicon Valley Startup Review A dazzling story of deception in Silicon Valley . . . It is a tale of heroic cupidity on a scale that made the very best and the very brightest look like the very, very foolish . . . You will not be able to put this book down. Source: Washington PostRiveting . . . a blistering critique of Silicon Valley, a kind of nonfiction corollary to Dave Eggers's The Circle . . . compelling . . . [Carreyrou's] unmasking of Theranos is a tale of David and Goliath . . . The real heroes, though, are his sources: the young scientists who worked at the company and risked their reputations and careers by voicing their concerns. Were it not for their courage, Theranos might still be testing blood today Author: David Crow Source: Financial TimesI couldn’t put down this thriller with a tragic ending . . . a book so compelling that I couldn’t turn away . . . This book has everything: elaborate scams, corporate intrigue, magazine cover stories, ruined family relationships, and the demise of a company once valued at nearly $10 billion . . . No wonder Hollywood is already planning to turn it into a movie. Author: Bill Gates, '5 books I loved in 2018'If you’re looking for an engaging non-fiction read, look no further than Bad Blood . . . a pacy, compelling narrative about white-collar crime that’s as incredible as any work of fiction. Source: Irish TimesCarreyrou tells the story virtually to perfection . . . Bad Blood reads like a West Coast version of All the President’s Men. Source: New York TimesIn this Silicon Valley drama, he opens his reporter’s notebook to deliver a tale of corporate fraud and legal browbeating that reads like a crime thriller. Author: The 10 Best Nonfiction Books of 2018 Source: TIMEGripping . . . Carreyrou presents the scientific, human, legal and social sides of the story in full . . . He unveils many dark secrets of Theranos that have not previously been laid bare. Source: NatureGripping . . . It is a parable, with all the usual, delicious ingredients of human folly: greed, pride, vanity, lust, anger. Above all, it is an analysis of the phenomenon of hype. Source: Daily TelegraphSimply one of the best books about a startup ever. Source: ForbesBad Blood reveals a crucial truth: outside observers must act as the eyes, the ears and, most importantly, the voice of Silicon Valley’s blind spot . . . It gambled not with our smart phones, our attention or our democracy, but with people’s lives. Source: Paste 				    	 					 From the Author John Carreyrou is a member of the Wall Street Journal’s investigative reporting team. He joined the Journal in 1999 and has been based in Brussels, Paris, and New York for the paper. John has covered a number of topics during his career, ranging from Islamist terrorism when he was on assignment in Europe to the pharmaceutical industry and the US healthcare system. His reporting on corruption in the field of spine surgery led to long prison terms for a California hospital owner and a Michigan neurosurgeon. His reporting on Theranos, a blood-testing startup founded by Elizabeth Holmes, was recognized with a George Polk award, and is chronicled in his book Bad Blood: Secrets and Lies in a Silicon Valley Startup. Born in New York and raised in Paris, he currently resides in Brooklyn with his wife and three children. 				    	 					              See all Product description","['bag', 'bean bag', 'cotton']"
1,XP-Pen Deco01 Digital Graphics Drawing Pen Tablet,"['ipad', 'smartphone', 'bluetooth']"
-1,"Amazon Brand - Solimo 12-inch Wall Clock - Classic Roulette (Silent Movement, Black Frame) Bring function and flair to your living space with Solimo’s Wall Clock. Its classic design with a modern twist helps you keep an eye on the hour all the while adding panache to your decor. Crafted from choice materials, this expertly crafted clock lends the added convenience of checking the time without having to take out your smartphone.","['bag', 'bean bag', 'cotton']"
-1,"Segolike Copper Handle with 3 Needles Sewing Awl Hand Stitcher Shoe Repair Tool Canvas Leather DIY Description:Brand new and high qualityThe hook or needle can be move from the stripeStraight needle, straight hole needle, curved hook needle can be changed and replaced easilyA great tool for sewing or repairing canvas leather, shoes, soles, bag, more convenient for householdMaterial: CopperPackage Includes:1 Piece Copper Handle3 Pieces NeedlesNote:Needles are sharp, keep them away from children!Please be reminded that due to lighting effects and monitor's brightness/contrast settings etc, the item's color may be slightly different from the pictures. Please understand.","['bag', 'bean bag', 'cotton']"
1,"Thrustmaster T.Flight Stick X PC and PS3 Joystick Thrustmaster T-Flight Stick X for PS3/PC. 2 Default Configurations PC: Flight Simulator X (**) by Microsoft , the most popular flight simulatorPS3¿: Blazing Angels (**) by Ubisoft. Unique: Plug & Play device offering extremely simple and quick installation, with all features preconfigured for immediate and hassle-free take-off! Ergonomic throttle lever. Extremely precise joystick with adjustable resistance control. Weighted base for enhanced stability. Wide hand rest for perfect comfort. Rotating handle with built-in locking system offering flawless control over plane rudder. Airbrake (civilian flight) or rapid fire (military flight) trigger with multidirectional hat (panoramic view). Exclusive MAPPING button allows users to instantly relocate functions from one button to another. Exclusive button enables users to instantly switch from one programmed configuration to another. Internal memory stores all programmed configurations, even when the joystick is disconnected from the PC. Fully programmable: 12 buttons and 4 axes, all extensively programmable.100% PS3* and PC compatible. Does not include games exclusively controlled by the ""Motion sensor"" function. This joystick is not distributed under license or in any other way approved by Microsoft Corporation nor Sony Computer Entertainment Inc..","['ipad', 'smartphone', 'bluetooth']"
